名稱,斷詞結果_0,斷詞結果_1,斷詞結果_2,斷詞結果_3,斷詞結果_4,斷詞結果_5,斷詞結果_6,斷詞結果_7,斷詞結果_8,斷詞結果_9,斷詞結果_10,斷詞結果_11,斷詞結果_12,斷詞結果_13,斷詞結果_14,斷詞結果_15,斷詞結果_16,斷詞結果_17,斷詞結果_18,斷詞結果_19,斷詞結果_20,斷詞結果_21,斷詞結果_22,斷詞結果_23,斷詞結果_24,斷詞結果_25,斷詞結果_26,斷詞結果_27,斷詞結果_28,斷詞結果_29,斷詞結果_30,斷詞結果_31,斷詞結果_32,斷詞結果_33,斷詞結果_34,斷詞結果_35,斷詞結果_36,斷詞結果_37,斷詞結果_38,斷詞結果_39,斷詞結果_40,斷詞結果_41,斷詞結果_42,斷詞結果_43,斷詞結果_44,斷詞結果_45,斷詞結果_46,斷詞結果_47,斷詞結果_48,斷詞結果_49,斷詞結果_50,斷詞結果_51,斷詞結果_52,斷詞結果_53,斷詞結果_54
2023建築性能評定中心綠建築認證培訓計畫,2023,建築,性能,評定,中心,綠,建築,認證,培訓,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國際護理人才交流培訓研習-香港大學短期交流計劃,國際,護理,人才,交流,培訓,研習,-,香港,大學,短期,交流,計劃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111年衛生福利部臺北醫院永續報告書輔導專案,111年,衛生,福利部,臺北,醫院,永續,報告書,輔導,專案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112年嘉義市工業部門效能提升計畫委託專業服務案,112年,嘉義市,工業,部門,效能,提升,計畫,委託,專業,服務案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
風濕免疫疾病超音波教育及操作學術研討會,風濕,免疫,疾病,超音波,教育,及,操作,學術,研討會,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
整合長期雨量與流量預報暨植生環境監測技術之研發,整合,長期,雨量,與,流量,預報,暨,植生,環境,監測,技術,之,研發,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
委託低碳與智慧化專家輔導,委託,低碳,與,智慧化,專家,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112年度「製造部門淨零轉型推動計畫」1+N碳管理示範團隊,112年度,「,製造,部門,淨零,轉型,推動,計畫,」,1+N,碳,管理,示範,團隊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無機鹼性氣體造粒吸附劑(訂購單:300746639),無機,鹼性,氣體,造,粒,吸附劑,(,訂購單,:,300746639,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辦理「南部精準健康產業聚落」產學醫交流平臺活動,辦理,「,南部,精準,健康,產業,聚落,」,產,學,醫,交流,平臺,活動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疫後醫療器材產業低碳化、智慧化升級轉型輔導申請,疫,後,醫療,器材,產業,低碳化,、,智慧化,升級,轉型,輔導,申請,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信創集團ESG報告及碳管理輔導研究(第二年),信創,集團,ESG,報告,及,碳,管理,輔導,研究,(,第二,年,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市沿海路轉爐石SMA鋪面績效評估,高雄市,沿海路,轉爐石,SMA,鋪面,績效,評估,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
給水管保溫發泡材熱傳導率試驗評估,給,水管,保溫,發泡材熱,傳導率,試驗,評估,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東處轄國有林大規模崩塌潛勢區防災監控調查第三期,屏東,處轄,國有,林,大規模,崩塌,潛勢區,防災,監控,調查,第三,期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112年度「溫度氣體盤查與量化輔導」,112年度,「,溫度,氣體,盤查,與,量化,輔導,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺灣港務股份有限公司「2023年永續報告書編製與認證專案」委託專業服務,臺灣,港務,股份,有限公司,「,2023年,永續,報告書,編製,與,認證,專案,」,委託,專業,服務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智慧製造安全帽自動研磨檢測生產系統提升計畫,智慧,製造,安全帽,自動,研磨,檢測,生產,系統,提升,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113年度辦理嘉義縣合法畜牧業水井納管輔導合法作業暨其他用水標的水井納管先期宣導作業,113年度,辦理,嘉義縣,合法,畜牧業,水井納管,輔導,合法,作業,暨,其他,用水,標的,水井,納管,先期,宣導,作業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
點碳成金淨零計畫-金屬機電產業低碳化輔導及支援服務,點碳成,金淨,零,計畫,-,金屬,機電,產業,低碳化,輔導,及,支援,服務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
低碳與智慧化輔導案,低碳,與,智慧化,輔導案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盛達電業股份有限公司導入氣候相關財務揭露(TCFD)輔導,盛達,電業,股份,有限公司,導入,氣候,相關,財務,揭露,(,TCFD,),輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台水公司2024永續報告書編製與查證1式,台水,公司,2024,永續,報告書,編製,與,查證,1,式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
委託辦理光合菌社群運作課程及推廣班,委託,辦理,光合菌,社群,運作,課程,及,推廣班,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義近海水文測站維護運作計畫,嘉義,近,海水,文測站,維護,運作,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
預鑄灌漿套筒續接器試驗與有限元模型分析工作,預鑄,灌漿,套筒,續接器,試驗,與,有限元,模型,分析,工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海運國際資料庫維護及議題分析(IOT-113-EB003),海運,國際,資料庫,維護,及,議題,分析,(,IOT-113-EB,003,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鐵路供需診斷數位分身平台之建置（2/2)－鐵路數位分身軟體平台雛形架構之研發(IOT-113-EC005),鐵路,供需,診斷,數位,分身,平台,之,建置,（,2/2,),－,鐵路,數位,分身,軟體,平台,雛形,架構,之,研發,(,IOT-113-EC,005,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國際機場運作模擬分析軟體系統規劃與建置（2/2)－整合軟體建置與實例測試(MOTC-IOT-113-ECB002),國際,機場,運作,模擬,分析,軟體,系統,規劃,與,建置,（,2/2,),－,整合,軟體,建置,與,實例,測試,(,MOTC-IOT-113-ECB002,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113年度水庫集水區保育治理推動綜整服務計畫,113年度,水庫,集水區,保育,治理,推動,綜整,服務,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海域作業安全職能調查,海域,作業,安全,職能,調查,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113年和平港區作業安全海象即時觀測系統與資訊服務,113年,和平,港區,作業,安全,海象,即時,觀測,系統,與,資訊,服務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海域作業安全職能調查,海域,作業,安全,職能,調查,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
複合式理想曲面對高度不確定性潛勢區域之崩塌破壞與量體估算之可行性探討(113保發-5.1-保-01-06-001(16)),複合式,理想曲,面對,高度,不確定性,潛勢,區域,之,崩塌,破壞,與,量體,估算,之,可行性,探討,(,113,保發,-5.1-,保,-01,-06,-,001,(16),),,,,,,,,,,,,,,,,,,,,,,,,,,,,
養殖水源水質檢測分析　,養殖,水源,水質,檢測,分析,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110年公路總局第五區養護工程處嘉義縣、台南市轄區因應氣候變遷橋梁安全維持檢測工作-橋梁耐震詳細評估工作,110年,公路,總局,第五,區,養護,工程處,嘉義縣,、,台南市,轄區,因應,氣候,變遷,橋梁,安全,維持,檢測,工作,-,橋梁,耐震,詳細,評估,工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鏡面加工技術產製閃爍晶體開發計畫,鏡面,加工,技術,產製,閃爍,晶體,開發,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中鋼公司塗覆製程塗料VOCs自廠排放係數建置研究計畫,中鋼,公司,塗覆,製程,塗料,VOCs,自,廠,排放,係數,建置,研究,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國外專家研討會(孫泰炎),國外,專家,研討會,(,孫泰炎,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺中港橫向剖面海流觀測系統電力暨資料擷取傳輸設備更新(IOT-110-H2C048),臺中港,橫向,剖面,海流,觀測,系統,電力,暨,資料,擷取,傳輸,設備,更新,(,IOT-110-H2C048,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
醫材技術人員認證訓練-新制醫材管理法下臨床試驗、行銷法規與第63條法規解析(暨吹哨者保護條款),醫材,技術人員,認證,訓練,-,新制,醫材,管理,法,下,臨床,試驗,、,行銷,法規,與,第63,條,法規,解析,(,暨,吹哨,者,保護,條款,),,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDC澆鑄數值模型建置可行性評估,VDC,澆鑄,數值,模型,建置,可行性,評估,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDC澆鑄數值模型建置可行性評估,VDC,澆鑄,數值,模型,建置,可行性,評估,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高階鋁合金液壓成型暨鑄造及加工技術研發計畫,高階,鋁合金,液壓,成型,暨,鑄造,及,加工,技術,研發,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111-112年度空氣污染物專責人員訓練目測判煙課程專案計畫,111,-,112年度,空氣,污染物,專責,人員,訓練,目測,判,煙,課程,專案,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111年度產業人才投資計畫,111年度,產業,人才,投資,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111年度學習成長課程,111年度,學習,成長,課程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111年度水庫庫區與集水區水質檢驗分析計畫,111年度,水庫庫區,與,集水區,水質,檢驗,分析,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
亞盟-建築用防火門檢測專案,亞盟,-,建築,用,防火門,檢測,專案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
專案管理輔導作業服務,專案,管理,輔導,作業,服務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
連江縣環境資源局各項污水委託設計及監造服務案-生態調查檢核工作,連江縣,環境,資源局,各,項,污水,委託,設計,及,監造,服務案,-,生態,調查,檢核,工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海岸裂流監測與預警技術研究(2/3),海岸,裂流,監測,與,預警,技術,研究,(,2/3,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流量計等校正等1項,流量計,等,校正,等,1,項,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AO池水質研究計畫,AO,池水質,研究,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
兩岸醫療器材監管規範及全球趨勢展望-參加CIMDR　2021大會心得分享,兩岸,醫療,器材,監管,規範,及,全球,趨勢,展望,-,參加,CIMDR　2021,大會,心得,分享,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111年農科「推動農業節水與提升抗旱韌性技術研究」,111年,農科,「,推動,農業,節水,與,提升,抗,旱韌性,技術,研究,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
離岸風電場生態保育環境監測研究-苗栗及雲彰風場,離岸風,電場,生態,保育,環境,監測,研究,-,苗栗,及,雲彰,風場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111-113年旗山圓潭子段填築場址環境監測計畫,111-,113年,旗山,圓潭子段,填築,場址,環境,監測,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無機鹼性氣體造粒吸附劑/無機酸性氣體造粒吸附劑(採購單號：3000698886),無機,鹼性,氣體,造,粒,吸附劑,/,無機,酸性,氣體,造,粒,吸附劑,(,採購,單號,：3000698886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
造粒吸附劑分析檢測(採購單號：3000698883),造,粒,吸附劑,分析,檢測,(,採購,單號,：3000698883),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「111年工業安全智慧化輔導計畫」分包計畫(1)-風險管理技術輔導,「,111年,工業,安全,智慧化,輔導,計畫,」,分包,計畫,(1),-,風險,管理,技術,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111年度南投縣特定工廠及未登記工廠輔導委託專業服務案,111年度,南投縣,特定,工廠,及,未,登記,工廠,輔導,委託,專業,服務案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大規模崩塌與地形特性以及地下水分布關聯之精進研究,大規模,崩塌,與,地形,特性,以及,地下水,分布,關聯,之,精進,研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111年度花蓮縣自主防災訓練管理執行計畫,111年度,花蓮縣,自主,防災,訓練,管理,執行,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111年花蓮縣防災地理資訊系統維護監控計畫,111年,花蓮縣,防災,地理,資訊,系統,維護,監控,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高雄市苓雅區成功段706地號上集合住宅風洞試驗,高雄市,苓雅區,成功段,706,地號,上,集合,住宅,風洞,試驗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111~113 ？？新竹處無人載具空拍及災害緊急調查分析委託專業服務,111,~,113, ,？,？,新竹處,無,人,載具,空拍,及,災害,緊急,調查,分析,委託,專業,服務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
先進排程系統規畫之研究(III),先進,排程,系統,規畫,之,研究,(,III,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道路空間定位技術研究,道路,空間,定位,技術,研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111~113年曾文水庫放淤監測與下游河道變遷影響分析-曾文溪河口海域調查,111,~,113年,曾文,水庫,放淤,監測,與,下游,河道,變遷,影響,分析,-,曾文溪,河口,海域,調查,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海域底質採樣分析專業服務案(NAMR111057),海域,底質,採樣,分析,專業,服務案,(,NAMR,111057,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
群創光電之穿透式(Array4　OHS)111年技術諮詢合約,群創,光電,之,穿透式,(,Array4　OHS,),111年,技術,諮詢,合約,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
廢棄車用觸媒轉換器資源化技術之研究,廢棄,車用,觸媒,轉換器,資源化,技術,之,研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「嘉義大埔美預留發展用地及本縣其他城鄉發展地區第2類之3開發整體評估規劃案」產業發展分析,「,嘉義,大埔美,預留,發展,用地,及,本,縣,其他,城鄉,發展,地區,第2,類,之,3,開發,整體,評估,規劃案,」,產業,發展,分析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺南市緊急車輛優先號誌暨運輸走廊壅塞改善計畫專業諮詢顧問,臺南市,緊急,車輛,優先,號誌,暨,運輸,走廊,壅塞,改善,計畫,專業,諮詢,顧問,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111年度馬祖資料浮標異常維護作業,111年度,馬祖,資料,浮標,異常,維護,作業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小水力發電廠開發計畫整體專業技術知識服務,小,水力,發電廠,開發,計畫,整體,專業,技術,知識,服務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「找樹的人」高密度空載光達資料掃瞄,「,找,樹,的,人,」,高密度,空載,光達,資料,掃瞄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
武界壩排洪設施改造及更新工程規劃設計技術服務工作,武界壩,排洪,設施,改造,及,更新,工程,規劃,設計,技術,服務,工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
永茂環科股份有限公司ISO14067:2018產品碳足跡輔導,永茂,環科,股份,有限公司,ISO,14067:2018,產品,碳足跡,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
運動軌跡與姿態偵測_第二階段研究計畫,運動,軌跡,與,姿態,偵測,_,第二,階段,研究,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electroplating　Gallium　Assisted　Bonding　Study,Electroplating　Gallium　Assisted　Bonding　Study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高度不確定性潛勢區域之崩塌破壞曲面與量體估算之研究,高度,不確定性,潛勢,區域,之,崩塌,破壞,曲面,與,量體,估算,之,研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112年度東北角海氣象資訊網站及展示站維護案,112年度,東北角海,氣象,資訊,網站,及,展示站,維護案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大鵬灣國家風景區112年度海岸氣象資訊整合計畫,大鵬灣,國家,風景區,112年度,海岸,氣象,資訊,整合,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112年度高雄市推動低碳永續家園執行計畫,112年度,高雄市,推動,低碳,永續,家園,執行,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
排放管道中總氣狀汞自動監測調查技術開發計畫,排放,管道,中,總氣狀,汞,自動,監測,調查,技術,開發,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
分析技術交流研討會,分析,技術,交流,研討會,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112年度水庫集水區巡查暨衛星影像變異點調查計畫　,112年度,水庫,集水區,巡查,暨,衛星,影像,變異點,調查,計畫,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
光合菌社群運作課程,光合菌,社群,運作,課程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七美嶼900噸海水淡化廠興建工程施工期間環境監測(含生態檢核)之海域生態調查部分,七美嶼,900,噸,海水,淡化,廠,興建,工程,施工,期間,環境,監測,(,含,生態,檢核,),之,海域,生態,調查,部分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海科？112？環境影響評估委託技術服務之海域生態調查部分,海科,？,112,？,環境,影響,評估,委託,技術,服務,之,海域,生態,調查,部分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定污染源連續自動監測設施管理策略檢討及系統審驗制度推動計畫,固定,污染源,連續,自動,監測,設施,管理,策略,檢討,及,系統,審驗,制度,推動,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「興中路底跨基隆河連接內湖復育園區新設自行車橋興建工程」之橋梁風洞試驗工作,「,興中路,底,跨,基隆河,連接,內湖,復育,園區,新設,自行車橋,興建,工程,」,之,橋梁,風洞,試驗,工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第24屆亞太管理學術研討會The　24th　Asia　Pacific　Management　Conference(APMC),第24,屆,亞太,管理,學術,研討會,The　,24,th　Asia　,Pacific　,Management　Conference,(,APMC,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鐵？供需診斷？位分身軟體平台之建置(1/2)-鐵？？位分身軟體平台雛型架構之規劃(IOT-112-EC005),鐵,？,供需,診斷,？位,分身,軟體,平台,之,建置,(,1/2,),-,鐵,？,？,位,分身,軟體,平台,雛型,架構,之,規劃,(,IOT-112-EC,005,),,,,,,,,,,,,,,,,,,,,,,,,,,
國際機場運作模擬分析軟體系統規劃與建置(1/2)-系統規劃設計與軟體單元確立(MOTC-IOT-112-ECB009),國際,機場,運作,模擬,分析,軟體,系統,規劃,與,建置,(,1/2,),-,系統,規劃,設計,與,軟體,單元,確立,(,MOTC-IOT-112-ECB009,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水下抗噪幕聲場模擬分析,水,下,抗,噪幕,聲場,模擬,分析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「112年工業安全智慧化輔導計畫」分包計畫(1)-風險管理技術輔導,「,112年,工業,安全,智慧化,輔導,計畫,」,分包,計畫,(1),-,風險,管理,技術,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112年第六河川局河川監測資訊管理精進計畫－越波警戒分析評估,112年,第六,河川局,河川,監測,資訊,管理,精進,計畫,－,越波,警戒,分析,評估,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建物側邊含石綿建材基線調查總體規劃,建物,側邊,含,石綿,建材,基線,調查,總體,規劃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台灣瑞環股份有限公司2023年ESG/CSR永續報告書輔導,台灣,瑞環,股份,有限公司,2023年,ESG/CSR,永續,報告書,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白河水庫集水區保育技術與策略之研究,白河,水庫,集水區,保育,技術,與,策略,之,研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112年南投段轄區路面維護工程鋪面檢測評估,112年,南投,段轄區,路面,維護,工程,鋪面,檢測,評估,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
視覺產品之市場機會探索研究,視覺,產品,之,市場,機會,探索,研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
光學眼鏡觀光工廠之精實服務設計與永續營運模式探討,光學,眼鏡,觀光,工廠,之,精實,服務,設計,與,永續,營運,模式,探討,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台灣水泥股份有限公司三件水泥產品與三件預拌混凝土產品低碳循環建材認定,台灣,水泥,股份,有限公司,三,件,水泥,產品,與,三,件,預拌,混凝土,產品,低,碳,循環,建材,認定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
各等郵局所轄各級支局（36局）2022年溫室氣體盤查及查證專案,各,等,郵局,所,轄,各,級,支局,（,36,局,）,2022年,溫室,氣體,盤查,及,查證,專案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112年度「澎湖縣節電夥伴節能治理與推廣計畫」委託專業服務案,112年度,「,澎湖縣,節電,夥伴節,能,治理,與,推廣,計畫,」,委託,專業,服務案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「臺北港北碼頭區聯外交通細部規劃暨相關環境影響評估委託技術服務案」─海域水質數值模擬評估工作,「,臺北,港北,碼頭區,聯外,交通,細部,規劃,暨,相關,環境,影響,評估,委託,技術,服務,案,」,─,海域,水質,數值,模擬,評估,工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112第二期-醫療器材技術人員繼續教育訓練,112,第二,期,-,醫療,器材,技術人員,繼續,教育,訓練,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS-R儀器驗證及韌體升級(案號︰TASA-S-1120499),GNSS-R,儀器,驗證,及,韌體,升級,(,案號,︰,TASA-S-,1120499,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
低碳燃料燃後氣體造粒吸附劑(採購單號：3000756411),低碳,燃料,燃,後,氣體,造,粒,吸附劑,(,採購,單號,：3000756411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台北市內湖區康寧段三小段253等7筆地號新建大樓風洞試驗,台北市,內湖區,康寧段,三,小,段,253,等,7,筆,地號,新建,大樓,風洞,試驗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台北市內湖區康寧段三小段239-3等7筆地號新建大樓風洞試驗,台北市,內湖區,康寧段,三,小,段,239-3,等,7,筆,地號,新建,大樓,風洞,試驗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
